,blueWins,blueFirstBlood,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,blueExperienceDiff,redDragons,redHeralds,redTowersDestroyed,blueKDADiff,blueCSDiff,blueJGCSDiff,blueWardDiff,blueDestWardDiff
1962,1,1,1,0,0,-271,99,0,0,0,0.375,-3,0,-2,2
1963,0,1,1,1,0,1530,2220,0,0,0,1.0499999999999998,13,31,-15,-2
1964,1,1,1,1,0,1946,1292,0,0,0,3.7,15,10,-2,3
1965,0,1,0,0,0,-1293,-625,0,0,0,-1.8571428571428572,-19,20,27,1
1966,0,1,0,0,0,-3587,-2861,1,1,1,-3.733333333333334,12,2,0,2
1967,1,0,1,0,0,3668,4509,0,1,0,5.05,41,14,-99,5
1968,1,1,0,0,0,2121,1813,0,0,0,1.6,21,14,-4,2
1969,0,1,0,0,0,2962,2430,0,0,0,2.4642857142857144,21,28,-6,2
1970,0,1,0,1,0,-838,-593,1,0,0,0.5,-29,-19,73,-4
1971,0,0,0,0,0,-2713,-1237,1,1,0,-3.5833333333333335,-40,-1,-2,-4
1972,0,0,1,0,0,-1315,-1049,0,0,0,-0.9666666666666666,-22,6,-27,-2
1973,1,0,1,0,0,3330,3501,0,0,0,7.538461538461538,5,-2,-2,2
1974,0,1,0,0,0,-577,-679,1,1,0,1.0476190476190477,-14,-27,49,1
1975,1,0,0,0,0,-1912,-19,1,0,0,-1.275,-46,9,-3,0
1976,1,1,1,0,0,2875,1386,0,0,0,3.861111111111111,27,12,-3,0
1977,1,1,1,0,0,1142,283,0,0,0,1.2714285714285716,-31,11,-3,-1
1978,1,1,0,1,0,256,241,1,0,0,0.75,-14,-5,-7,-5
1979,1,0,0,0,0,-1711,-1086,1,1,0,-2.866666666666667,42,-12,-5,0
1980,1,0,1,0,0,-1075,73,0,0,0,-2.392857142857143,21,9,-4,3
1981,1,1,0,1,0,1179,-736,0,0,0,1.9500000000000002,3,-4,46,0
1982,0,0,0,0,0,-1968,-2932,1,0,0,-2.0666666666666664,-35,-20,-24,-3
1983,1,1,1,1,0,1181,-934,0,0,0,1.6,24,9,0,0
1984,0,0,0,0,0,-512,-844,1,1,0,-0.5499999999999998,5,-8,-4,2
1985,0,0,1,1,0,-2657,-2095,0,0,0,-2.6666666666666665,-50,7,-4,5
1986,0,0,1,0,0,-1565,-173,0,0,0,-2.597402597402598,55,-15,-22,-1
1987,0,1,1,0,0,2617,1172,0,1,0,1.8333333333333335,37,-23,3,-1
1988,0,1,1,1,0,151,840,0,0,0,0.7857142857142856,0,-8,3,0
1989,0,0,1,0,0,-4927,-5216,0,0,0,-3.766666666666666,-28,-18,-27,-1
1990,1,1,1,0,0,1963,804,0,0,0,3.0,47,11,-31,3
1991,0,0,0,0,0,-1567,-232,1,0,0,-2.5555555555555554,-21,-5,3,-7
1992,1,1,1,0,0,-1586,410,0,1,0,-9.928571428571429,20,0,2,-3
1993,1,0,0,0,0,764,-29,1,0,0,-0.41666666666666674,20,1,-2,2
1994,0,0,0,0,0,-3805,-2093,1,0,0,-8.0,-39,-8,25,-2
1995,0,0,0,0,0,-2599,-818,1,0,0,-5.2,-39,-16,3,2
1996,0,1,1,1,0,799,239,0,0,0,0.1499999999999999,-23,-1,-44,3
1997,1,0,1,0,0,2177,1584,0,0,0,1.8888888888888888,33,-7,2,0
1998,1,0,0,0,0,-2472,174,1,0,1,-1.3,-15,4,-3,-1
1999,1,1,1,0,0,1825,996,0,0,0,3.166666666666666,10,14,6,-1
2000,1,1,0,0,0,656,-439,0,0,0,2.75,5,-17,21,-2
2001,0,0,0,0,0,-5086,-3284,1,0,0,-14.571428571428571,-51,-11,29,-4
2002,0,0,1,0,0,468,302,0,0,0,1.8173076923076923,-33,-12,-1,1
2003,0,1,0,0,0,-522,-577,1,0,0,-0.8333333333333333,2,-8,-28,0
2004,1,0,1,1,1,1726,-196,0,0,0,-1.0833333333333333,29,-3,-60,-2
2005,1,1,0,0,0,1269,788,0,0,0,1.9857142857142855,4,16,7,0
2006,1,1,0,0,1,781,-1744,0,1,0,0.19999999999999996,-2,-13,-1,3
2007,0,0,0,0,0,-2322,-2808,1,0,0,-1.111111111111111,-12,-25,0,-1
2008,1,0,0,0,0,-4427,-3299,1,0,1,-4.2,-39,-5,4,-2
2009,1,0,1,0,0,1959,2441,0,0,0,1.5,7,17,1,-1
2010,1,1,0,0,0,1482,1055,1,0,0,0.2857142857142856,51,-3,-2,0
2011,0,1,0,0,0,-1037,-1057,0,0,0,-8.666666666666666,12,-3,-1,-1
2012,1,0,0,0,0,-1247,-835,1,0,0,-0.625,-15,1,-7,-1
2013,0,1,0,0,0,705,1616,0,0,0,-1.253968253968254,22,19,-8,-3
2014,0,0,0,0,0,-3294,-2723,1,0,0,-3.583333333333333,-39,-4,4,-1
2015,1,1,0,0,0,1284,25,1,1,0,2.4,-6,12,6,-3
2016,1,1,0,1,0,824,521,1,0,0,0.43333333333333335,2,6,1,0
2017,1,0,1,0,1,4648,2498,0,0,0,2.909090909090909,41,23,3,0
2018,0,0,0,0,0,-2308,-1946,1,0,0,-0.9666666666666666,-52,-7,4,1
2019,0,0,0,0,0,-557,625,1,1,0,-1.8333333333333335,11,8,-1,0
2020,1,1,0,0,0,1482,41,1,1,0,1.4166666666666665,31,-8,0,1
2021,1,0,0,0,0,1156,916,0,0,0,1.2916666666666665,21,-25,-13,-1
2022,1,1,0,1,0,3522,1442,0,0,0,3.9818181818181815,60,-16,3,-2
2023,1,1,0,0,0,3311,3166,1,0,0,3.35,61,-8,-1,1
2024,0,1,0,0,0,-3131,-1768,1,1,1,-4.666666666666667,11,13,-1,1
2025,1,0,0,0,0,-1213,-1013,1,0,0,-1.0,-47,8,-4,-1
2026,1,1,0,0,0,2803,2471,0,1,0,1.1666666666666667,73,7,13,0
2027,1,1,0,1,0,969,1554,1,0,0,1.4444444444444444,-2,28,5,0
2028,0,0,0,0,0,1266,612,1,0,0,-0.3333333333333335,-2,2,5,2
2029,0,1,0,0,0,-1683,-377,1,0,0,-7.999999999999999,10,9,0,-3
2030,0,0,0,0,0,-1134,940,1,0,0,-0.3333333333333335,-23,8,-3,-3
2031,0,0,0,0,0,-3456,-1429,1,1,0,-4.0181818181818185,1,-5,-2,0
2032,1,0,1,0,0,2907,2700,0,0,0,5.25,15,9,40,4
2033,1,0,0,0,0,218,1085,1,0,0,0.16666666666666652,9,0,1,1
2034,0,1,0,0,0,-2079,-538,0,0,0,-6.666666666666667,-29,11,-1,0
2035,1,1,1,0,0,878,460,0,0,0,0.9821428571428572,25,-4,8,-5
2036,0,0,0,0,0,428,687,1,0,0,3.0,-4,13,6,-2
2037,1,1,1,1,0,2756,2028,0,0,0,2.75,39,-7,2,1
2038,0,0,0,0,0,46,99,0,0,0,-0.588888888888889,-4,-2,1,-1
2039,1,0,1,0,0,2764,2121,0,0,0,3.4722222222222223,50,-4,-4,3
2040,1,0,0,0,0,2877,1714,1,0,0,11.125,17,-21,3,-1
2041,0,0,1,1,0,-2564,-2469,0,0,0,-3.476190476190476,-45,-2,3,-5
2042,1,1,0,0,0,3170,1984,0,0,0,3.388888888888889,61,-15,-24,0
2043,0,1,0,0,0,-2794,-2624,0,0,0,-9.571428571428571,-6,-16,-24,-3
2044,0,0,1,0,0,-1089,-2134,0,0,0,0.11904761904761907,-29,2,-1,1
2045,0,1,1,1,0,-375,-752,0,0,0,0.8571428571428574,-17,21,-62,-1
2046,0,0,1,0,0,-2683,-1320,0,1,0,-1.9545454545454546,-20,-14,-8,1
2047,0,1,0,0,0,-1805,-504,1,0,0,-1.0333333333333337,-54,-10,-3,-1
2048,1,1,1,1,0,5301,5872,0,0,0,6.166666666666667,58,24,1,3
2049,0,0,0,0,0,-1276,-1016,1,1,0,-2.0,-26,-4,-2,2
2050,1,1,0,0,0,381,1571,0,0,0,-0.36111111111111116,27,16,-1,2
2051,0,1,0,0,0,-2904,-3121,0,0,0,-4.228571428571429,-8,-17,3,0
2052,0,1,0,0,0,-531,-1077,0,0,0,0.0,26,1,-65,0
2053,0,1,0,0,0,-1624,-3004,0,0,0,-2.6153846153846154,-29,12,-8,1
2054,1,0,0,0,0,894,639,0,0,0,0.3333333333333335,16,9,4,-2
2055,0,1,0,0,0,-903,-1584,1,0,0,-1.2666666666666668,-17,2,-19,-1
2056,0,1,0,0,0,1032,-617,0,0,0,1.616666666666667,-4,-1,3,0
2057,0,0,0,1,0,-1024,940,1,0,0,-3.25,6,21,4,-3
2058,0,1,1,1,0,-125,-962,0,0,0,1.0555555555555556,-19,-7,-2,-2
2059,1,1,1,0,0,2287,-268,0,1,0,4.333333333333333,35,-20,0,1
2060,1,1,1,0,0,3362,3874,0,0,0,3.9545454545454546,50,2,-28,0
2061,0,0,0,0,0,-1535,-716,1,0,0,-3.0357142857142856,15,-8,-6,2
2062,0,0,1,0,0,-1232,-659,0,0,0,-4.666666666666666,13,13,0,0
2063,0,1,0,0,0,-981,-1105,1,1,0,-3.75,56,-11,6,0
2064,0,1,1,0,0,1393,441,0,0,0,2.7727272727272725,-25,4,-12,-2
2065,1,0,1,0,0,443,1911,0,0,0,-0.33333333333333326,-2,16,0,0
2066,0,1,0,0,0,1491,1101,1,1,0,2.0,-4,-6,0,-1
2067,0,1,0,0,0,-2118,-2048,1,0,0,-1.9500000000000002,-50,15,-56,1
2068,0,1,0,0,0,-3531,-3889,1,1,0,-2.441558441558442,-12,-17,-6,0
2069,0,0,1,0,0,-1655,-881,0,0,0,-2.6666666666666665,-21,1,39,1
2070,0,0,0,0,0,-4944,-3928,1,0,0,-12.0,-60,-10,1,-2
2071,0,0,0,0,0,-2618,-2637,0,0,0,-2.1666666666666665,3,-13,66,-3
2072,1,1,1,1,0,1412,737,0,0,0,7.75,-24,4,1,4
2073,0,1,0,0,0,1702,1352,1,0,0,2.666666666666667,7,-16,72,2
2074,0,1,0,0,0,511,-678,0,1,0,-0.10000000000000009,-23,18,-57,4
2075,0,0,1,1,0,-2082,-1005,0,0,0,-0.6857142857142857,-39,-4,21,-1
2076,1,0,0,0,0,275,872,1,0,0,1.0,-19,-6,25,1
2077,1,1,1,0,0,-447,-2127,0,0,0,0.22222222222222232,4,12,-21,-1
2078,0,1,1,0,0,1320,-413,0,0,0,1.375,-6,13,40,2
2079,0,0,0,0,0,-2764,-2934,1,0,0,-4.163636363636363,-15,-6,48,-4
2080,0,0,0,0,0,-2695,-1042,1,0,0,-3.4000000000000004,-72,0,9,-3
2081,1,1,1,0,0,3295,3468,0,0,0,10.857142857142858,16,0,0,0
2082,0,0,0,0,0,-4820,-2651,0,0,1,-4.833333333333333,-42,14,-4,2
2083,0,0,0,0,0,-2588,-884,1,0,0,-4.476190476190476,-60,16,109,3
2084,1,1,0,0,0,2712,1161,1,0,0,9.0,35,-11,-26,0
2085,1,1,1,0,0,1790,1220,0,0,0,3.3,4,32,-3,0
2086,1,0,0,1,0,1134,157,1,0,0,2.314285714285714,-42,-6,-32,12
2087,0,0,0,0,0,-1960,-709,1,0,1,-1.7142857142857142,-18,3,-6,2
2088,1,1,0,0,0,1240,-349,0,1,0,2.1022727272727275,-30,-3,25,0
2089,0,0,1,0,0,-502,-413,0,0,0,-1.4,-8,-4,-8,0
2090,1,0,1,0,0,-4822,-2537,0,0,0,-3.8205128205128207,-68,16,-6,0
2091,0,0,0,0,0,-1396,-92,1,0,0,-2.357142857142857,-36,15,7,-6
2092,0,1,0,0,0,-829,289,1,1,0,-1.375,-3,-5,18,5
2093,0,1,0,0,0,608,362,1,0,0,0.0,20,-19,55,3
2094,0,0,1,1,0,-3528,-2277,0,0,0,-1.8250000000000002,-73,15,1,-1
2095,1,1,1,0,0,1204,349,0,0,0,2.15,6,-5,14,-3
2096,0,0,0,0,0,-1814,-946,1,0,0,-2.333333333333333,-35,24,-2,2
2097,0,0,1,0,0,-17,-1171,0,0,0,0.8000000000000003,-31,-9,2,-1
2098,1,1,0,0,0,2211,1501,1,0,0,7.071428571428571,-12,3,-17,1
2099,0,0,0,0,0,-1832,-386,1,0,0,-0.8194444444444444,-32,4,-21,0
2100,0,0,0,0,0,-2528,-1326,0,0,0,-7.066666666666667,2,1,-34,-3
2101,0,0,0,1,0,985,2102,0,0,0,-0.7619047619047621,19,11,18,1
2102,1,1,1,0,0,4378,3157,0,0,0,10.6,-11,19,10,-6
2103,1,0,0,0,0,1079,1363,1,0,0,-0.5999999999999999,44,-8,-4,0
2104,0,1,0,0,0,-2846,-2325,1,1,0,-6.111111111111112,-28,-6,-4,4
2105,1,1,1,0,0,3916,2599,0,0,0,17.88888888888889,38,0,1,3
2106,1,1,1,0,0,63,648,0,0,0,0.19999999999999996,28,0,-2,2
2107,0,0,0,0,0,-6966,-4723,0,1,1,-7.948717948717949,-68,2,-11,0
2108,0,1,1,0,0,66,-446,0,0,0,4.0,-41,-12,13,9
2109,0,1,0,0,0,-2930,136,1,0,0,-2.1666666666666665,0,-5,0,1
2110,1,1,1,1,0,1211,355,0,0,0,1.0,18,2,30,-17
2111,0,0,0,0,0,-4036,-1844,1,0,1,-9.8,-1,-10,0,1
2112,0,0,1,0,0,39,238,0,0,0,-1.6666666666666665,14,19,22,0
2113,0,0,0,0,0,352,639,0,0,0,-3.0666666666666664,31,27,6,0
2114,1,1,1,0,0,467,-298,0,0,0,0.0,10,7,8,2
2115,1,0,0,0,0,910,1269,1,0,0,2.225,21,-21,0,-2
2116,1,0,0,0,0,-2714,-427,0,1,0,-3.625,-7,1,-13,1
2117,1,0,1,0,0,243,-276,0,0,0,2.142857142857143,-53,5,17,-1
2118,0,0,0,0,0,-2467,80,1,0,0,-3.9722222222222223,20,-20,-57,-5
2119,1,1,1,0,0,777,1580,0,0,0,-1.6190476190476193,31,19,1,2
2120,0,1,1,0,0,2607,1862,0,0,0,2.6060606060606064,13,12,5,0
2121,1,0,1,0,0,938,2052,0,0,0,1.5,40,2,37,1
2122,1,0,0,0,0,-311,-544,0,0,0,-1.4,21,12,-39,0
2123,1,1,0,0,0,-145,120,0,0,0,-1.6428571428571428,12,5,-36,3
2124,1,0,0,0,0,-621,-23,1,0,0,-0.6666666666666665,15,-4,1,-3
2125,0,1,0,0,0,2417,2101,1,0,0,6.733333333333333,39,-20,-2,1
2126,0,0,0,0,0,-2185,-2480,1,0,0,-4.166666666666667,-24,-22,2,1
2127,1,1,0,0,0,1128,858,1,0,0,4.444444444444445,4,-30,19,-1
2128,1,0,1,0,0,1069,1104,0,0,0,5.333333333333333,-10,7,52,-15
2129,1,1,1,0,0,1137,-609,0,1,0,0.5178571428571428,-1,-4,-20,-1
2130,1,0,0,0,0,66,-57,1,0,0,1.5333333333333334,-40,-5,-2,-3
2131,0,1,0,1,0,-3439,-1460,1,0,0,-4.166666666666667,-37,16,-3,4
2132,0,1,0,0,0,-796,-217,0,0,0,-0.25,-21,-12,21,-5
2133,1,0,0,1,0,-3,1013,0,0,0,0.7999999999999998,-2,15,-6,2
2134,1,1,1,0,0,1349,924,0,0,0,-0.8999999999999999,69,24,0,-1
2135,0,0,0,0,0,147,1133,1,0,0,0.4642857142857142,3,4,70,1
2136,0,1,0,0,0,1167,510,0,0,0,5.928571428571429,-39,1,-3,2
2137,0,1,0,0,0,-1756,-985,1,1,0,-5.3,-51,16,7,2
2138,1,1,1,0,0,-1371,-1951,0,0,0,-1.8,-42,17,125,-6
2139,1,1,1,0,0,2518,2382,0,0,0,1.7428571428571429,47,35,0,2
2140,1,0,0,0,0,-665,-571,1,0,0,-0.5714285714285714,-36,-3,3,0
2141,0,0,0,1,1,-856,-2269,1,0,0,-16.666666666666668,-4,10,-54,-3
2142,1,0,1,0,0,248,-219,0,1,0,0.8333333333333335,-16,-11,3,0
2143,1,0,1,0,0,-769,891,0,1,0,-3.466666666666667,14,7,28,0
2144,1,1,1,0,0,2533,1172,0,0,0,1.875,41,-4,1,-3
2145,1,1,1,0,0,3107,2096,0,0,0,8.214285714285714,6,4,26,-3
2146,1,0,0,0,0,-355,-560,1,0,0,-0.2857142857142856,9,-20,-1,-3
2147,0,0,0,0,0,-3063,-2014,1,0,0,-5.761904761904762,-12,-24,-4,-1
2148,1,0,0,1,0,-1858,-1476,1,0,0,-3.0,-30,0,2,1
2149,1,1,0,0,0,2150,1104,0,0,0,2.25,23,-15,6,-2
2150,1,0,1,0,0,-1800,-1035,0,0,0,-2.4848484848484844,-26,-3,-7,-2
2151,1,1,1,1,1,3073,1928,0,0,0,3.375,47,-10,7,0
2152,0,0,0,0,0,-1514,-1033,1,1,0,-4.833333333333333,28,4,-4,3
2153,1,1,1,0,0,1963,781,0,0,0,3.6944444444444446,-33,0,-20,8
2154,1,0,1,0,0,1717,775,0,1,0,1.2222222222222223,8,20,6,1
2155,0,0,0,0,0,1127,1908,1,0,0,1.4583333333333335,22,0,4,1
2156,0,1,1,0,0,-164,94,0,1,0,-0.40000000000000013,36,-37,2,0
2157,1,1,0,0,0,15,-2108,1,0,0,0.19999999999999973,-27,1,-8,0
2158,0,0,0,0,0,-1289,-1384,1,0,0,-0.6499999999999999,-18,-5,-5,-1
2159,1,1,0,1,0,-986,-1508,1,0,0,-2.25,-10,-8,1,12
2160,0,1,1,0,0,1852,219,0,0,0,2.4786324786324787,-6,-30,-1,0
2161,0,0,1,0,0,60,-325,0,0,0,1.0714285714285716,9,4,1,-1
2162,1,1,1,0,0,-164,851,0,1,0,1.4166666666666665,-39,-3,29,-1
2163,0,0,0,1,0,-2289,-2259,1,0,0,-3.25,-14,-8,-1,-2
2164,1,1,0,0,0,837,1199,1,0,0,1.25,10,4,3,0
2165,0,1,0,1,0,-1152,-1535,1,0,0,-1.4166666666666667,-8,-16,-34,-2
2166,1,1,0,0,0,-1260,-2264,1,0,0,-2.3666666666666663,-16,3,-3,1
2167,1,1,0,1,0,2690,2444,1,0,0,3.75,4,-4,2,0
2168,1,0,0,0,0,-844,-640,0,0,0,0.0,-12,8,-1,1
2169,0,1,0,1,1,-163,-674,1,0,0,-2.6428571428571432,27,-10,7,1
2170,1,1,1,0,0,1764,2586,0,0,0,0.6857142857142857,24,8,-2,1
2171,1,0,1,0,0,1532,1453,0,0,0,13.5,0,-1,-15,-1
2172,0,0,0,0,0,-2189,-1838,1,0,0,-1.514285714285714,-25,-29,-33,-6
2173,1,1,1,0,1,8553,4873,0,0,0,10.020833333333334,88,3,5,1
2174,0,0,0,0,0,-400,-539,1,0,0,0.2678571428571428,-5,-1,0,0
2175,0,0,0,0,0,-4115,-2985,1,0,0,-15.571428571428571,-63,6,-3,1
2176,0,0,0,0,0,-3177,-3271,1,0,0,-6.4,-13,-10,-19,0
2177,0,0,0,0,0,-392,-995,1,0,0,0.0,-28,20,13,1
2178,0,1,0,0,0,-2454,-3816,0,1,0,-4.458333333333333,-12,-9,2,1
2179,1,1,1,0,0,3222,1012,0,0,0,6.375,3,4,-23,2
2180,0,0,0,1,0,-3012,-1300,1,0,0,-7.785714285714286,10,-1,5,0
2181,1,1,0,0,0,1496,1758,0,0,0,5.285714285714286,-9,5,1,1
2182,0,1,1,0,0,2887,2085,0,0,0,0.6857142857142857,65,15,-18,0
2183,0,0,0,1,0,1904,892,0,0,0,2.357142857142857,17,-5,-24,0
2184,0,1,1,1,0,-503,-790,0,0,0,1.4428571428571428,-23,6,-1,2
2185,1,1,0,1,0,-2269,-1616,1,0,0,-5.4,-26,-4,-1,0
2186,1,1,1,1,1,2768,1411,0,0,0,2.583333333333333,28,-20,5,1
2187,0,1,0,0,0,304,-302,1,0,0,0.38888888888888884,-6,-3,-3,-1
2188,0,0,0,0,0,-1183,-182,1,0,0,-1.5,-23,3,-26,-1
2189,0,1,0,0,0,367,-1025,1,0,0,0.1428571428571428,-21,-11,-17,-1
2190,0,1,0,0,0,-5214,-3160,0,1,1,-18.88888888888889,-30,6,23,-3
2191,1,1,0,0,0,1543,828,1,0,0,1.4,23,-5,2,-1
2192,0,1,0,0,0,1119,-12,0,0,0,3.5,-7,12,-2,-2
2193,1,1,0,0,0,-105,-896,1,0,0,-1.2333333333333332,14,-11,2,0
2194,1,0,1,0,0,2664,3273,0,0,0,2.5,32,20,6,-3
2195,1,1,1,1,0,-2497,-2400,0,0,0,-8.642857142857142,-49,8,-1,2
2196,1,1,0,0,0,1362,699,1,1,0,2.0,18,-12,1,3
2197,0,0,0,0,0,-5392,-2904,1,0,0,-13.666666666666666,-49,-11,-2,-2
2198,1,0,1,0,0,624,1208,0,0,0,1.7083333333333335,-11,27,-2,3
2199,0,0,0,1,0,-2955,-2776,1,0,0,-13.714285714285714,-41,9,-3,-1
2200,1,0,0,0,0,2109,3154,0,0,0,3.102564102564102,16,-5,25,4
2201,0,1,0,0,0,-1285,-1925,0,1,0,-4.0,-21,-18,-43,0
2202,0,0,0,0,1,-258,-419,1,0,0,-7.428571428571429,32,7,-18,1
2203,1,1,0,0,0,650,128,1,0,0,-0.25,43,-25,6,3
2204,1,0,1,0,0,2845,4032,0,0,0,4.888888888888889,76,8,-3,2
2205,1,1,1,0,0,1012,191,0,0,0,4.9,11,1,-16,0
2206,1,1,0,0,0,2778,-247,1,0,0,1.723076923076923,22,-1,69,-1
2207,0,1,1,0,0,-1640,-1839,0,1,0,-1.0714285714285714,-49,0,8,2
2208,1,1,0,1,0,2279,2409,1,0,0,4.416666666666667,20,16,31,2
2209,0,0,1,0,0,-575,-1680,0,0,0,-0.5873015873015872,-29,19,4,-1
2210,0,1,0,0,0,-265,-872,1,0,0,-0.9523809523809523,10,-13,-1,2
2211,1,1,0,0,0,1524,2071,1,0,0,4.238095238095238,-3,4,1,-1
2212,0,1,0,1,0,1811,-631,1,0,0,3.5,-9,-8,-24,9
2213,0,0,0,1,0,-4107,-3090,1,0,0,-19.75,-3,-16,6,-3
2214,0,1,1,0,0,1569,664,0,0,0,9.428571428571429,-21,8,-1,3
2215,0,1,0,0,0,-2098,-1464,1,1,0,-2.488888888888889,-21,-15,22,-3
2216,0,0,0,1,0,-1205,-1042,1,0,0,-0.8333333333333335,-44,24,-2,-2
2217,0,0,0,0,0,-2534,-3031,0,0,0,-13.714285714285714,5,-13,100,-1
2218,1,1,1,0,0,2642,1346,0,0,0,2.0,53,-10,-1,-1
2219,1,0,0,0,0,-2105,-88,1,0,0,-6.476190476190476,43,-2,5,-3
2220,0,0,0,0,0,-4808,-4098,1,0,0,-5.166666666666667,-39,-34,18,1
2221,1,0,1,0,0,3936,2111,0,1,0,6.5227272727272725,53,-20,4,-1
2222,1,1,1,0,0,-1149,-1327,0,1,0,0.46666666666666634,-87,0,0,0
2223,0,0,0,0,0,-388,-1004,1,0,0,-2.0,-3,-3,4,-3
2224,1,1,1,0,0,2210,2411,0,0,0,2.0,18,32,14,3
2225,1,0,1,0,0,699,18,0,0,0,0.0,35,-11,2,2
2226,1,1,1,0,0,4538,3583,0,0,0,7.454545454545455,29,1,3,1
2227,1,1,1,0,1,4887,2100,0,0,0,7.038461538461538,6,-13,7,-5
2228,0,0,0,0,0,-3803,-4020,1,1,0,-6.055555555555555,-25,-22,-2,2
2229,1,0,1,0,0,1076,759,0,0,0,1.0,-2,15,-1,-4
2230,0,0,0,0,0,567,1254,1,0,0,0.4761904761904763,29,-5,-4,1
2231,1,1,0,0,0,1204,306,1,0,0,0.5357142857142856,57,-4,15,1
2232,1,1,0,0,0,2010,1365,0,0,0,4.904761904761904,18,-14,6,0
2233,1,1,1,0,0,862,-426,0,0,0,1.35,38,-2,-6,2
2234,0,1,1,0,0,-811,-410,0,0,0,-0.5333333333333334,-12,7,-8,0
2235,1,1,1,0,0,1493,33,0,0,0,1.9393939393939392,23,0,-3,4
2236,0,0,1,0,0,-2975,-2024,0,0,0,-3.5,-39,1,-25,1
2237,1,1,1,1,1,6624,4865,0,0,0,11.538461538461538,61,-3,0,-1
2238,0,0,0,0,0,-5020,-4792,1,0,0,-9.636363636363637,-33,-33,2,-1
2239,1,0,0,0,0,317,639,1,0,0,1.0,-7,10,-17,0
2240,1,1,0,0,0,992,393,1,0,0,2.2142857142857144,19,-33,1,0
2241,1,1,0,0,0,-185,-1442,1,1,0,2.0,-21,-18,75,0
2242,1,1,1,0,0,-572,35,0,0,0,-3.083333333333333,14,9,-56,0
2243,0,0,0,0,0,-4245,-3073,1,1,0,-2.392857142857143,-51,-8,-2,3
2244,1,0,0,0,0,-2168,-1356,1,0,0,-4.25,-4,-16,1,-2
2245,0,1,0,1,0,-978,78,1,0,0,-0.45833333333333326,7,-21,20,1
2246,0,0,0,0,0,-1575,-1224,1,0,0,-1.4,-13,-5,0,3
2247,1,1,1,0,0,-1022,-1301,0,0,0,-0.75,-11,4,-4,2
2248,1,1,0,1,0,-4876,-3481,1,0,0,-4.260504201680673,-28,-4,-1,-2
2249,0,0,1,0,0,-733,-784,0,0,0,-0.5499999999999998,24,-12,1,5
2250,0,0,1,0,0,-3060,-2937,0,0,0,-1.9333333333333336,-32,-3,0,-4
2251,1,1,0,0,0,-330,-466,1,0,0,-1.1,-22,6,3,-1
2252,1,0,0,0,0,434,740,0,0,0,-0.23809523809523814,-11,23,31,2
2253,1,0,1,0,0,-434,673,0,0,0,-0.08333333333333326,-18,11,-1,-3
2254,1,0,1,1,0,-427,1475,0,0,0,-4.5,5,31,-21,2
2255,0,1,0,0,0,1898,274,1,0,0,1.8690476190476188,17,-15,-5,2
2256,0,0,0,0,0,-3656,-2866,0,0,0,-2.3333333333333335,-11,-42,-5,4
2257,1,1,1,0,0,131,1381,0,0,0,0.25,-15,13,24,2
2258,0,0,0,0,0,-3701,-2739,1,0,0,-1.3571428571428572,-31,-28,2,1
2259,1,1,1,1,0,3248,2592,0,0,0,3.0,38,11,3,-2
2260,0,0,1,1,0,-1223,-1046,0,0,0,-0.8384615384615384,-4,-11,32,4
2261,0,1,0,0,0,454,333,1,0,0,3.5,-9,12,4,-3
2262,1,1,1,0,0,1068,-736,0,0,0,1.9714285714285713,11,-5,4,2
2263,1,1,1,0,0,2866,1474,0,0,0,8.214285714285714,33,-2,-32,-2
2264,0,1,0,0,0,-17,-355,1,0,0,1.6071428571428572,11,-17,-2,1
2265,1,1,1,1,0,-206,-363,0,0,0,0.666666666666667,-13,4,-3,6
2266,1,0,1,0,0,78,658,0,0,0,0.6071428571428572,8,2,15,-1
2267,1,0,0,1,1,1680,2384,0,0,0,-0.75,50,4,-37,0
2268,1,1,0,0,0,-902,-1082,0,0,0,1.3333333333333333,-57,-10,15,-2
2269,0,0,0,1,1,2883,1059,1,0,0,1.0476190476190477,31,-4,-4,2
2270,1,0,1,0,0,-730,-251,0,0,0,-1.5833333333333333,9,-12,-2,5
2271,1,1,0,0,0,-820,-575,1,0,0,-1.3142857142857143,-33,-5,23,-5
2272,1,0,1,0,0,1261,2149,0,0,0,3.666666666666667,-27,-5,-73,2
2273,0,0,0,0,0,76,98,1,0,0,1.0,-10,-8,3,-1
2274,0,0,1,0,0,-4535,-3079,0,0,0,-10.583333333333334,-67,13,-3,0
2275,0,1,0,0,0,-557,-832,0,0,0,-0.5,-39,-4,36,-5
2276,1,0,0,0,0,-572,-636,1,0,0,-1.0833333333333335,-10,4,1,-1
2277,0,0,0,0,0,-4149,-3222,0,1,0,-9.0,-70,-5,20,-1
2278,0,1,0,0,0,-2074,-1795,1,1,0,-1.9166666666666665,-8,-3,0,-1
2279,1,1,0,1,1,1601,459,1,0,0,0.5694444444444444,-49,13,-6,1
2280,1,0,1,1,0,2812,2497,0,0,0,1.7111111111111112,-3,15,-3,1
2281,0,1,0,1,0,-2267,-2546,1,0,0,-5.071428571428571,-20,-19,2,-1
2282,1,1,1,1,0,4347,2472,0,0,0,8.5,37,4,-20,1
2283,0,0,0,0,0,-3784,-3051,1,0,0,-5.791666666666667,-21,4,-3,-3
2284,1,1,0,0,0,1852,2435,1,0,0,12.5,-12,3,1,-1
