,blueWins,blueFirstBlood,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,blueExperienceDiff,redDragons,redHeralds,redTowersDestroyed,blueKDADiff,blueCSDiff,blueJGCSDiff,blueWardDiff,blueDestWardDiff
1638,0,0,0,1,0,516,2485,0,0,0,-0.6000000000000001,24,6,-5,2
1639,1,1,0,0,1,7721,5190,0,0,0,26.923076923076923,49,4,-2,1
1640,0,0,0,0,0,-6850,-6210,1,0,0,-31.0,-55,16,-4,1
1641,0,1,0,0,0,222,-72,1,0,0,0.7857142857142858,6,-4,-2,2
1642,1,1,0,1,1,4305,3750,1,0,0,2.861111111111111,48,27,-189,7
1643,1,1,0,0,0,-1074,-1029,1,0,0,0.3999999999999999,-34,-12,-2,-1
1644,0,0,0,0,0,-2921,-3196,0,0,0,-3.4000000000000004,-27,-4,0,0
1645,0,1,0,0,0,-2889,-3905,1,0,0,-1.722222222222222,-38,5,-4,4
1646,0,0,0,0,0,-5011,-2444,0,0,1,-3.142857142857143,-43,4,6,1
1647,1,1,1,0,0,1138,-7,0,0,0,4.0,-46,8,1,0
1648,0,0,0,0,0,-1659,-1134,1,0,0,-1.25,-52,-15,26,-2
1649,0,1,0,0,0,-7206,-6046,1,0,0,-4.333333333333333,-111,-22,-7,1
1650,1,1,1,0,1,5797,4456,0,0,0,20.90909090909091,-9,12,0,1
1651,1,1,0,0,0,3652,1943,1,0,0,10.0,20,6,33,4
1652,0,1,0,0,0,-106,-827,1,0,0,0.0,-33,-11,61,0
1653,1,1,1,0,0,2331,25,0,0,0,2.275,33,12,-1,-3
1654,1,0,1,0,0,-1514,-629,0,0,0,-2.916666666666667,-14,15,-4,5
1655,1,1,0,0,0,-2651,-1695,0,0,0,-4.533333333333333,-12,-8,-1,-1
1656,0,0,1,0,0,330,-308,0,1,0,0.4047619047619051,55,-16,-6,-3
1657,0,1,1,0,0,1259,720,0,0,0,-0.3333333333333335,31,17,-5,2
1658,1,0,1,1,0,-284,-260,0,0,0,-0.050000000000000044,-19,1,135,0
1659,1,1,1,0,0,2119,209,0,0,0,3.6999999999999997,15,0,0,2
1660,0,1,0,0,0,-1256,-844,0,1,0,-1.7777777777777777,-4,20,2,2
1661,1,1,1,0,0,2123,1612,0,0,0,3.0727272727272723,10,-8,-21,3
1662,0,1,0,0,0,274,-459,1,0,0,0.24444444444444446,13,-11,5,1
1663,0,0,1,0,0,-575,-1680,0,0,0,-0.5873015873015872,-29,19,4,-1
1664,1,1,1,0,0,-27,-649,0,0,0,-0.7,3,-7,25,-6
1665,1,1,1,0,0,-353,-370,0,0,0,-4.0,16,1,29,-1
1666,0,1,0,1,1,969,-409,1,0,0,4.0,8,-22,-2,1
1667,1,1,1,0,0,-1572,-2164,0,1,0,0.5333333333333334,-29,-8,-14,0
1668,1,1,1,0,0,-544,671,0,0,0,-1.1,-24,20,2,-1
1669,0,0,0,0,0,-2513,-3419,0,0,0,-2.5,-46,-21,38,1
1670,1,0,0,0,0,-1067,-523,1,0,0,-0.4722222222222223,-16,-17,21,0
1671,1,0,1,1,0,-221,1274,0,0,0,-0.3999999999999999,11,18,-2,3
1672,0,0,0,1,0,1693,1979,0,0,0,0.7777777777777779,28,9,10,0
1673,0,1,0,0,0,537,-477,1,0,0,-1.6883116883116882,52,5,-1,0
1674,0,0,0,1,0,2046,584,1,0,0,1.7999999999999998,45,-5,-5,1
1675,0,1,0,0,0,765,425,1,1,0,1.7575757575757573,-16,-18,57,-8
1676,1,1,1,0,0,-643,508,0,1,1,0.7714285714285716,-42,15,21,-2
1677,0,0,0,0,0,-1162,-1007,0,1,0,-1.222222222222222,5,0,2,-1
1678,0,1,1,0,0,4188,2399,0,1,0,8.25,27,-12,-3,4
1679,1,0,0,0,0,2294,1989,1,1,0,4.208333333333333,32,-8,36,-2
1680,1,0,0,0,0,-243,418,0,1,0,-1.0,23,-21,5,-1
1681,1,1,0,0,0,-143,462,0,0,0,-1.7142857142857142,45,4,-3,3
1682,1,0,1,0,0,3201,2000,0,1,0,4.8,40,-21,55,0
1683,0,1,0,0,0,51,140,1,0,0,0.5666666666666667,-22,12,0,1
1684,0,1,0,0,0,-211,-626,1,0,0,0.14285714285714324,8,-19,2,3
1685,1,1,1,0,0,4991,3364,0,0,0,13.0,43,20,2,1
1686,0,0,0,0,0,-3130,-2448,1,0,0,-3.0666666666666673,-42,6,4,2
1687,1,1,1,0,0,3710,2326,0,0,0,16.625,30,-10,1,-1
1688,1,1,0,0,0,-209,-732,1,0,0,-2.333333333333333,-3,14,6,1
1689,0,1,0,0,0,823,2681,0,1,0,-1.4285714285714286,55,21,3,0
1690,1,1,0,1,1,811,426,1,0,0,-1.5555555555555556,49,-20,22,-1
1691,0,1,0,0,0,1158,-618,1,0,0,0.9107142857142856,55,-36,-1,1
1692,0,1,0,0,0,-898,-939,1,1,0,-0.33333333333333326,2,-8,2,0
1693,1,1,0,0,0,1002,-743,1,1,0,0.5428571428571427,13,-15,-2,3
1694,1,0,1,0,0,-1055,-207,0,1,0,-0.5333333333333334,-14,4,24,-10
1695,1,1,1,1,3,3826,3122,0,0,0,0.7428571428571429,72,-3,23,-6
1696,1,1,0,1,0,2369,2245,1,0,0,1.514285714285714,56,-5,-4,0
1697,0,1,1,1,0,151,840,0,0,0,0.7857142857142856,0,-8,3,0
1698,0,0,1,0,0,-1409,-16,0,0,0,-4.5,-20,2,1,0
1699,0,0,0,0,0,-2133,-256,1,0,0,-3.103896103896104,9,-12,-2,0
1700,0,1,1,0,0,-25,954,0,0,0,-0.5000000000000002,-3,20,4,0
1701,1,0,0,0,0,-297,548,1,0,0,-1.6666666666666665,31,-13,0,1
1702,0,0,0,1,0,-2395,-2173,1,0,0,-3.8,-44,-9,36,-1
1703,1,0,0,0,0,2330,2167,0,0,0,2.333333333333333,34,16,0,1
1704,0,1,1,0,0,2617,1172,0,1,0,1.8333333333333335,37,-23,3,-1
1705,1,1,0,0,0,1023,19,0,1,0,1.1269841269841272,4,10,3,0
1706,0,0,0,0,0,-5735,-5547,1,1,1,-6.375,-74,-24,-82,1
1707,0,0,1,0,0,-4646,-3186,0,0,1,-4.1000000000000005,0,-40,34,1
1708,0,0,0,0,0,-4920,-3280,0,1,1,-2.75,-52,-20,37,1
1709,0,1,0,0,0,631,-265,1,0,0,-0.8857142857142859,11,14,-70,0
1710,0,1,0,1,0,62,1154,1,0,0,-0.75,30,-15,-28,14
1711,1,0,0,0,0,-4732,-1805,1,0,0,-4.579831932773109,-54,10,37,-2
1712,1,1,1,0,1,4250,3916,0,0,0,23.818181818181817,8,-19,3,3
1713,0,0,0,0,0,-4680,-3190,1,1,0,-5.916666666666667,-8,-18,-1,0
1714,1,0,0,1,0,1089,33,0,0,0,1.0,40,1,-32,1
1715,0,1,1,1,0,614,-322,0,0,0,2.866666666666667,-17,6,0,-1
1716,1,1,1,0,0,1885,1082,0,0,0,0.4222222222222223,24,31,6,-2
1717,1,0,0,0,0,-355,233,1,0,0,0.0,-19,8,-3,1
1718,1,1,1,0,0,992,-609,0,0,0,1.5000000000000002,-15,-9,5,3
1719,0,0,0,0,0,-1137,-1402,1,1,0,0.6666666666666665,-34,-9,-5,3
1720,0,1,0,1,0,936,386,1,0,0,1.7999999999999998,-32,-11,37,-2
1721,0,0,0,0,0,-1354,-798,0,0,0,-2.0555555555555554,4,7,1,-5
1722,1,1,1,0,0,1464,179,0,1,0,1.722222222222222,-5,4,110,-1
1723,0,0,0,0,0,-530,485,1,0,0,-0.575,17,2,-3,-3
1724,1,1,1,0,0,2094,2788,0,0,0,1.277777777777778,17,8,23,0
1725,0,0,0,1,1,1000,346,1,0,0,-1.3714285714285712,26,11,4,-2
1726,0,0,0,0,0,-2789,-1511,1,0,0,-7.666666666666667,-21,-5,2,-2
1727,0,1,1,0,0,-341,-1582,0,0,0,-1.0833333333333335,-18,4,1,-1
1728,0,0,0,0,0,-3779,-1537,1,1,0,-4.613636363636363,-2,13,4,0
1729,1,1,0,0,0,1652,701,0,0,0,6.5,-43,9,15,1
1730,1,1,1,0,0,1916,1404,0,1,0,0.0,55,10,1,-1
1731,1,0,0,0,0,-2560,-2062,1,1,0,-3.476190476190476,-3,-32,62,-1
1732,0,0,0,0,0,-1659,-1566,0,0,0,-1.9333333333333336,-20,-8,24,-1
1733,1,1,1,0,0,1968,1173,0,0,0,3.933333333333333,-21,-4,-5,-1
1734,0,1,0,0,0,-1302,-1959,1,1,0,-6.5,28,0,-5,-2
1735,1,1,0,0,0,558,-1308,0,0,0,3.9523809523809526,-25,-32,-3,3
1736,0,1,0,0,0,-3312,-3119,0,1,0,-2.3,-36,-12,-2,3
1737,0,1,0,1,0,1206,1055,1,0,0,1.7142857142857142,-33,19,19,0
1738,0,0,1,0,0,2242,727,0,0,0,3.8,-12,5,-20,2
1739,1,0,0,1,0,-96,827,1,0,0,-0.5357142857142856,25,-9,-4,1
1740,1,1,0,0,0,1899,896,0,0,0,0.6444444444444446,3,14,0,0
1741,1,1,1,1,0,499,-2,0,0,0,1.3333333333333333,-13,17,5,-1
1742,1,0,0,0,0,4492,3211,1,0,0,2.4333333333333336,49,22,14,3
1743,0,0,1,0,0,-2975,-2024,0,0,0,-3.5,-39,1,-25,1
1744,0,1,0,0,0,-833,-932,0,1,0,-1.1587301587301588,-60,-8,2,-1
1745,1,1,1,0,0,1158,191,0,1,0,-1.0714285714285716,23,39,0,-1
1746,1,0,0,0,0,-729,-192,1,0,0,-0.7361111111111112,-6,2,5,-4
1747,1,1,1,0,1,5169,2153,0,0,0,11.714285714285714,55,7,7,-2
1748,1,0,0,0,0,-531,28,1,0,0,-2.6666666666666665,-22,16,9,2
1749,0,0,0,0,0,-3849,-2159,1,0,0,-13.857142857142858,-15,-8,-4,5
1750,0,0,0,1,0,-4324,-2979,1,0,0,-4.5,-40,-6,-14,0
1751,1,1,1,0,0,1568,2039,0,0,0,1.25,3,5,10,0
1752,0,1,0,1,0,362,889,1,0,0,0.5,9,-3,-23,10
1753,0,0,1,0,0,-6374,-4421,0,1,1,-7.833333333333333,-67,-15,20,1
1754,1,0,0,1,0,1030,914,1,0,0,2.0,26,4,-26,3
1755,0,0,1,0,0,-1712,-394,0,0,0,-2.6111111111111116,-3,-1,15,1
1756,0,1,0,0,0,2587,1971,1,0,0,2.833333333333333,18,-5,2,-1
1757,1,1,1,1,0,-424,-1075,0,0,0,-0.9999999999999998,4,-12,-3,-2
1758,0,0,0,1,0,1656,1298,0,0,0,1.9166666666666667,8,8,35,-1
1759,0,1,0,0,0,3523,1757,1,0,0,6.5,16,-12,1,4
1760,1,1,1,0,0,3272,1914,0,0,0,20.0,-10,0,1,2
1761,0,0,1,0,0,-1540,-313,0,0,0,-4.666666666666667,18,8,128,-1
1762,0,1,1,0,0,525,294,0,0,0,1.0833333333333335,1,15,9,2
1763,1,0,1,0,0,819,2149,0,0,0,0.625,34,-9,4,-2
1764,1,0,1,0,0,1610,2488,0,0,0,0.5769230769230769,3,36,30,-11
1765,1,0,0,1,1,302,-1958,1,0,0,-0.8333333333333335,-24,-18,-35,-2
1766,1,1,0,1,1,5201,1656,1,0,0,3.5833333333333335,72,2,-24,-1
1767,1,0,0,1,0,679,211,0,0,0,0.9898989898989901,-2,13,-4,1
1768,1,1,1,1,0,-27,281,0,0,0,-1.6666666666666667,-16,-3,2,2
1769,1,1,0,0,0,214,1568,0,0,0,0.7619047619047621,9,-13,-6,5
1770,0,0,0,0,0,-1664,-990,0,1,0,-11.6,-5,13,-30,0
1771,0,0,0,0,0,-6260,-3364,0,0,0,-13.692307692307692,-69,18,-23,1
1772,0,1,0,0,0,-229,-487,1,0,0,0.38888888888888884,-13,-3,-4,0
1773,0,1,1,0,1,-265,-2101,0,0,0,-0.4285714285714286,-9,-37,-1,2
1774,0,0,0,0,0,-3622,-2561,0,0,0,-3.012820512820513,-32,-1,-131,0
1775,0,0,0,0,0,-2484,-1989,0,0,0,-7.555555555555555,-15,6,10,1
1776,1,1,0,0,0,-842,2032,0,1,0,-1.25,-40,12,5,-1
1777,0,0,0,0,0,-4631,-3612,1,0,0,-9.333333333333334,-26,-24,-24,0
1778,0,0,0,0,0,-2264,-964,0,0,0,-5.75,-25,-3,28,-6
1779,1,0,0,0,0,-172,1613,0,0,0,0.0,1,12,3,1
1780,0,0,0,0,0,-4365,-2883,1,0,0,-11.666666666666666,-34,-7,-5,-3
1781,0,0,0,0,0,608,-85,1,0,0,1.9166666666666667,-3,-12,-7,1
1782,0,0,0,0,0,-1575,-1224,1,0,0,-1.4,-13,-5,0,3
1783,0,1,0,0,0,-67,-1341,1,0,0,-2.657142857142857,21,20,-20,-2
1784,1,1,1,1,0,-493,-986,0,0,0,-0.8611111111111112,20,-1,2,-4
1785,1,0,0,0,0,380,-674,1,0,0,0.11111111111111094,29,-1,-22,-3
1786,1,0,0,0,0,1764,1515,1,1,0,4.041666666666667,-18,8,-5,1
1787,0,1,1,0,0,-1851,-1875,0,0,0,0.2857142857142858,-30,-2,-3,1
1788,1,0,0,0,0,-355,-560,1,0,0,-0.2857142857142856,9,-20,-1,-3
1789,1,1,1,0,0,-450,-992,0,0,0,0.5952380952380951,-24,1,-1,-1
1790,0,1,0,0,0,833,-523,1,1,0,2.0,13,-7,-14,2
1791,0,0,0,0,0,-3510,-3014,0,1,0,-5.214285714285714,-63,-1,0,-1
1792,0,0,1,0,0,1325,479,0,1,0,4.25,11,-1,39,0
1793,0,1,1,0,0,-1972,-1613,0,0,0,-4.476190476190476,-7,-2,-14,-1
1794,1,1,1,0,0,7873,5225,0,0,0,33.0,57,0,4,0
1795,1,0,0,0,0,1903,2160,1,0,0,1.875,23,8,15,-4
1796,1,1,0,0,0,-1248,-843,0,0,0,-1.476190476190476,-7,0,54,1
1797,1,1,1,0,0,2087,2578,0,0,0,5.041666666666667,-9,-15,-4,-2
1798,0,0,0,0,0,825,318,1,0,0,0.8333333333333335,17,-1,7,0
1799,0,0,0,1,0,-136,-583,1,0,0,-0.6428571428571428,8,0,2,-3
1800,1,1,0,0,0,1783,1420,1,0,0,8.0,19,-7,18,1
1801,1,0,0,1,0,306,1895,0,0,0,-0.48611111111111116,6,12,15,3
1802,0,1,0,0,0,-1554,-781,0,0,0,-2.355555555555555,8,19,94,-1
1803,0,1,0,0,0,-3042,-3641,1,0,0,-1.911111111111111,-41,-15,-2,2
1804,0,0,1,0,0,-973,-1732,0,0,0,0.3333333333333335,-16,-24,-33,16
1805,0,0,0,0,0,-1187,-1561,1,0,0,-3.0,-4,0,4,-1
1806,0,1,0,0,0,-2377,-2338,1,0,0,-4.833333333333333,-48,4,-3,-2
1807,1,1,1,0,0,-1626,-849,0,1,0,-5.0,-31,12,4,-2
1808,1,0,1,0,0,-2361,-1663,0,1,0,-8.625,-1,3,0,3
1809,0,1,0,0,0,1828,302,1,0,0,4.238095238095238,4,9,-6,2
1810,1,0,1,0,0,-2292,-810,0,0,0,-1.888888888888889,-4,-12,-2,1
1811,1,0,0,0,0,731,1627,1,0,0,1.0634920634920633,20,5,9,0
1812,1,0,1,0,0,5163,3968,0,0,0,5.2727272727272725,52,1,5,3
1813,0,1,0,1,0,-1505,-635,0,0,0,-0.18181818181818166,-31,-12,16,1
1814,1,1,0,1,0,2316,1298,1,0,0,4.907692307692307,-33,16,5,-1
1815,1,0,1,0,0,1992,2096,0,0,0,2.275,4,23,1,0
1816,0,0,0,0,0,-6115,-3209,0,0,0,-9.2,-67,-4,-2,-4
1817,0,0,0,0,0,-888,1328,0,1,0,-1.6666666666666665,6,8,1,-1
1818,0,1,0,0,0,-3521,-4416,1,0,0,-14.571428571428571,-56,-16,-2,-1
1819,0,1,0,1,0,-1883,-873,1,0,0,-2.0714285714285716,-17,18,1,2
1820,0,0,0,0,0,-1123,-976,1,0,0,-3.0,-31,12,-4,1
1821,1,1,0,1,0,-1577,-716,0,0,0,-1.525,14,-10,-67,1
1822,1,1,0,0,0,-1633,-2918,0,1,0,-1.25,-18,-11,-4,-1
1823,1,0,0,1,1,2840,1792,1,0,0,3.0181818181818185,-1,-8,8,1
1824,1,1,0,0,0,2822,2207,1,0,0,5.928571428571429,29,-9,-8,1
1825,1,0,0,1,0,-684,-742,1,0,0,0.5,-47,-5,-23,0
1826,0,0,0,0,0,-4534,-2709,1,0,0,-7.545454545454546,-38,5,3,-2
1827,0,1,0,0,0,1536,624,1,0,0,0.8068181818181819,27,-16,2,2
1828,1,1,1,0,0,633,-295,0,0,0,-2.95,57,6,-5,0
1829,0,0,1,0,0,171,1158,0,0,0,-0.8999999999999999,45,26,-30,5
1830,1,1,1,0,0,2481,1962,0,0,0,2.0,24,8,23,2
1831,1,1,1,0,0,4387,3411,0,0,0,7.25,66,-12,-26,13
1832,0,0,0,0,0,-3142,-2289,0,0,0,-1.7222222222222223,-43,-5,0,-2
1833,1,1,0,0,0,1938,738,1,0,0,2.4571428571428573,21,-20,3,0
1834,1,1,1,0,0,2201,1421,0,0,0,5.0,-16,3,-19,1
1835,0,0,0,0,0,-859,-2114,1,0,0,-0.5333333333333334,-25,-14,-4,1
1836,1,1,0,0,1,5014,3238,0,0,0,4.777777777777779,59,7,1,1
1837,1,1,1,0,0,4294,2844,0,0,0,21.916666666666668,9,-13,-3,2
1838,0,1,1,1,0,1949,214,0,0,0,2.111111111111111,25,-21,3,1
1839,0,0,1,0,0,-3025,-1823,0,1,1,-1.7142857142857142,-6,-3,-6,-1
1840,1,1,1,0,0,2430,2023,0,0,0,4.7,52,4,-1,2
1841,1,0,0,0,0,91,591,0,0,0,-0.75,-2,-3,-4,-4
1842,0,0,0,0,0,-3177,-3271,1,0,0,-6.4,-13,-10,-19,0
1843,0,1,0,0,0,1547,1218,1,0,0,2.8,5,-2,1,0
1844,1,1,1,0,0,3222,2205,0,0,0,18.88888888888889,-9,-4,2,-1
1845,1,0,0,0,0,2427,2365,0,0,0,2.3,-23,25,-4,3
1846,0,0,0,0,0,-3234,-2889,0,0,0,-13.4,-17,-24,-5,0
1847,1,0,0,0,0,-396,795,1,0,0,-0.23809523809523814,1,-3,0,2
1848,1,1,1,0,0,-1209,-1184,0,0,0,-0.5,2,-12,47,-1
1849,1,1,1,0,0,1834,281,0,0,0,5.111111111111111,-7,10,-25,2
1850,1,0,1,1,1,4428,3489,0,0,0,5.5,22,6,-1,2
1851,0,1,1,0,0,1059,-338,0,0,0,1.2916666666666665,-17,15,35,0
1852,0,1,0,0,0,-1729,-2105,1,1,0,-1.8250000000000002,-3,-12,149,-1
1853,1,1,1,1,0,1651,402,0,0,0,2.178571428571429,-2,-4,-8,0
1854,0,1,1,0,0,457,-959,0,1,0,3.25,-30,-16,6,-1
1855,1,0,0,0,0,-2412,-2055,0,0,0,-0.20000000000000018,-50,-9,-5,-1
1856,1,0,0,0,0,-510,-837,1,0,0,1.6666666666666667,-34,-15,-28,2
1857,1,1,0,0,0,-1596,-1269,1,0,0,-2.666666666666667,-2,-5,2,-1
1858,1,1,0,0,0,5077,3251,0,0,0,21.916666666666668,7,2,0,-1
1859,1,1,0,0,0,926,-849,1,0,0,0.8999999999999999,9,-9,-1,4
1860,1,1,1,0,0,-39,464,0,0,0,0.2666666666666666,35,-6,2,-1
1861,0,0,0,0,0,-3478,-2027,1,0,0,-2.8611111111111107,-8,-9,-1,-1
1862,0,1,0,0,0,-577,-1953,1,1,0,0.6666666666666667,-27,6,4,-1
1863,1,1,0,0,0,-1962,-2464,0,0,0,-1.8333333333333333,-52,9,21,2
1864,0,0,0,0,0,-1325,64,1,0,0,-1.4166666666666665,-7,-13,-1,1
1865,0,0,0,0,0,-1787,-608,1,0,0,-3.333333333333333,-51,3,-45,2
1866,0,0,0,0,0,-2534,-3031,0,0,0,-13.714285714285714,5,-13,100,-1
1867,0,0,0,0,0,1218,1167,0,1,0,4.2,-9,-1,-20,6
1868,1,1,1,0,0,2642,1346,0,0,0,2.0,53,-10,-1,-1
1869,0,0,0,1,1,5113,4028,1,0,0,2.8,60,13,-35,5
1870,1,1,0,0,0,-226,-157,0,0,0,-1.35,38,13,-26,1
1871,1,0,1,0,0,1715,1548,0,1,0,19.714285714285715,-16,0,21,-17
1872,1,1,1,0,0,3823,3324,0,0,0,5.2,53,-1,-3,2
1873,1,1,1,0,0,2183,263,0,0,0,1.75,34,-20,74,3
1874,1,0,1,0,0,938,2052,0,0,0,1.5,40,2,37,1
1875,1,1,0,0,0,675,377,1,0,0,2.166666666666667,4,-15,0,0
1876,0,0,0,0,0,-2564,-2920,0,0,0,-9.75,-24,-31,-55,-1
1877,1,1,0,0,0,929,1352,1,0,0,-1.8333333333333333,40,24,5,0
1878,1,1,1,0,0,1975,802,0,0,0,2.4642857142857144,12,8,-3,1
1879,0,0,0,0,0,-4199,-3186,1,0,0,-5.363636363636363,-44,7,-4,-1
1880,1,0,1,0,0,-149,427,0,0,0,-0.45833333333333326,-21,12,1,-1
1881,1,1,0,0,0,3404,2513,0,0,0,16.77777777777778,27,1,-1,1
1882,1,1,0,1,0,268,789,0,0,0,-0.75,-44,21,-8,0
1883,1,1,0,0,0,3215,3092,0,0,0,3.0,66,25,1,3
1884,1,1,1,1,0,152,-57,0,0,0,-1.5333333333333334,2,36,-19,-1
1885,1,0,0,0,0,-71,994,1,0,0,-0.16666666666666696,-6,13,-19,4
1886,0,0,0,1,0,-2139,868,1,0,0,-6.111111111111111,50,7,-22,2
1887,0,1,1,0,0,-2383,-1807,0,0,0,-3.9545454545454546,15,-3,20,1
1888,0,1,0,0,0,850,2442,1,0,0,-1.1545454545454548,38,4,0,4
1889,0,0,0,0,0,-2529,-2091,1,0,0,-3.6666666666666665,-12,4,-23,-3
1890,0,1,0,0,0,-3096,-3752,1,0,0,-5.708333333333333,-16,-20,-25,-4
1891,0,0,0,0,0,-557,625,1,1,0,-1.8333333333333335,11,8,-1,0
1892,0,0,0,0,0,-2491,-1771,1,0,0,-1.9333333333333336,-59,-3,5,-3
1893,0,1,0,1,0,-836,-1109,0,0,0,-1.0972222222222223,9,8,-1,0
1894,0,0,0,0,0,-943,-708,1,0,0,-3.5999999999999996,19,-1,-24,-3
1895,1,1,1,0,0,860,284,0,0,0,0.3333333333333335,5,7,-1,1
1896,1,1,0,1,0,3579,2473,1,0,0,6.5,31,-28,4,2
1897,1,1,0,0,0,1582,1344,1,0,0,2.571428571428571,15,-11,-3,3
1898,0,1,0,0,0,353,-160,1,0,0,-0.75,17,-3,-2,2
1899,1,0,0,1,0,2679,3685,1,0,0,0.6666666666666667,84,0,9,3
1900,0,1,0,1,1,2114,1904,1,0,0,1.275,24,-6,-4,0
1901,0,0,0,0,0,-3255,-1798,1,0,0,-1.492063492063492,-70,-9,1,-1
1902,0,1,1,0,0,-2437,-1355,0,0,0,-1.7857142857142858,7,7,-5,0
1903,1,0,0,0,0,24,-286,0,0,0,-0.8,-4,6,4,2
1904,1,0,1,0,0,833,383,0,0,0,-1.2,30,27,-20,2
1905,1,0,0,1,0,-1826,-3,1,0,0,-1.1904761904761905,12,-4,-46,1
1906,0,0,0,0,0,-189,-1118,1,0,0,-1.9714285714285713,43,-12,66,-1
1907,0,1,0,1,0,2795,2702,1,0,0,4.7,9,7,2,0
1908,1,1,0,1,0,6577,4426,0,0,0,8.6,50,2,10,3
1909,0,0,0,0,0,-5355,-5889,1,0,0,-4.791666666666667,-67,-48,-2,2
1910,1,0,0,0,0,-575,-1495,1,0,0,-3.8333333333333335,34,0,-24,-1
1911,0,1,1,1,1,5767,3366,0,0,0,8.25,51,-19,-3,2
1912,0,1,0,0,0,-194,431,0,0,0,-0.5138888888888888,-1,-9,-2,14
1913,0,0,1,0,0,686,350,0,1,0,2.012987012987013,29,-12,-23,-3
1914,0,1,0,0,0,-1285,-1925,0,1,0,-4.0,-21,-18,-43,0
1915,0,0,0,0,0,-5086,-3284,1,0,0,-14.571428571428571,-51,-11,29,-4
1916,1,0,0,0,0,-703,-653,1,0,0,-1.5,-4,3,-7,-2
1917,1,1,1,0,0,4235,3837,0,0,0,4.071428571428571,23,31,-7,15
1918,0,0,0,0,0,-1937,-1514,1,0,0,-2.2777777777777777,18,-31,27,-1
1919,1,1,0,0,1,781,-1744,0,1,0,0.19999999999999996,-2,-13,-1,3
1920,0,1,0,0,0,-1374,-1041,1,1,0,-1.6,-4,-11,-6,4
1921,0,1,0,0,0,-2388,-1978,1,1,0,-6.25,15,12,-3,0
1922,0,1,0,0,0,-5092,-4196,0,0,1,-4.3,-56,0,-24,0
1923,1,1,1,0,0,4073,1397,0,0,0,8.2,23,6,-2,1
1924,1,1,0,0,0,-110,-1469,1,1,0,2.75,-31,-9,3,-3
1925,0,0,0,0,0,-1563,-1007,1,0,0,-0.1607142857142856,-16,0,2,-1
1926,1,0,0,0,0,1580,605,0,0,0,1.7555555555555558,20,-5,-35,3
1927,1,0,0,0,0,1058,1735,1,0,0,1.0,0,-6,1,-4
1928,1,1,0,0,1,3202,2467,1,0,0,1.6153846153846154,46,-8,11,-2
1929,0,0,1,0,0,-672,-335,0,1,0,-1.375,39,-16,2,-1
1930,0,0,0,0,0,-1806,-1253,0,0,0,-2.8,27,3,-3,2
1931,1,0,1,0,0,-595,364,0,0,0,2.6666666666666665,-26,1,0,4
1932,1,0,0,1,0,-524,-904,1,0,0,0.025210084033613356,-35,-13,3,-2
1933,0,0,0,0,0,-2541,-1921,1,1,1,-1.2666666666666666,-16,-19,5,-1
1934,1,1,0,0,0,2422,656,0,0,0,4.861111111111111,14,-2,13,2
1935,0,1,0,0,0,2348,1133,1,0,0,2.2,27,8,3,-1
1936,1,0,0,0,0,1376,1018,1,0,0,0.6666666666666667,-1,17,1,-1
1937,0,0,1,0,0,-704,-531,0,0,0,-1.6857142857142857,24,-5,3,1
1938,0,1,0,0,0,-82,117,1,0,0,0.125,-21,17,1,-1
1939,1,1,1,1,0,2123,1219,0,0,0,4.05,15,-19,2,2
1940,1,1,0,0,0,4990,2055,1,0,0,14.0,51,-14,-63,-1
1941,0,1,1,0,0,-735,-742,0,0,0,-0.1964285714285714,-53,2,-1,1
1942,0,1,0,0,0,1279,384,1,0,0,3.866666666666667,-23,14,-2,2
1943,0,0,0,1,0,-1324,-615,1,0,0,-0.5999999999999999,-39,-21,3,-3
1944,0,0,1,0,0,-92,-1170,0,0,0,0.20000000000000018,-8,4,-1,0
1945,0,0,0,0,0,672,-1567,1,0,0,0.4545454545454546,-3,-4,4,-2
1946,0,1,1,0,0,-2527,-1697,0,1,0,-11.8,-4,22,0,3
1947,1,1,1,0,0,-839,-800,0,1,0,-1.0,-19,7,21,-3
1948,1,1,1,1,0,2619,1209,0,0,0,5.333333333333333,19,4,1,1
1949,0,0,0,1,0,-2854,-2798,0,0,0,-1.9666666666666666,-32,-2,40,-1
1950,1,1,0,0,0,2035,1188,1,0,0,2.333333333333333,12,-12,1,0
1951,0,0,0,0,0,226,557,1,1,0,0.7999999999999998,-14,4,-28,-1
1952,1,1,0,0,0,733,675,1,0,0,0.27272727272727293,18,11,-114,1
1953,1,1,0,1,0,3236,3464,0,0,0,2.4333333333333336,40,8,-21,3
1954,1,1,1,1,0,3477,3386,0,0,0,2.6666666666666665,14,23,1,2
1955,0,1,0,0,0,-541,-1094,1,1,0,0.3333333333333335,-27,-20,0,-1
1956,1,0,0,0,0,2427,742,1,0,0,1.2142857142857144,66,6,4,-1
1957,1,0,0,0,0,3052,3581,0,0,0,-0.08333333333333348,70,11,47,-1
1958,1,0,0,0,0,-887,-501,1,0,0,-2.894230769230769,-4,12,-9,-2
1959,0,0,1,0,0,-1248,503,0,0,1,-1.5952380952380951,29,-1,-1,-1
1960,1,0,1,0,0,-438,-634,0,0,0,0.3928571428571428,-26,-5,-8,-4
1961,1,1,1,0,0,3409,1964,0,0,0,2.1,65,4,0,1
